Id,TimeStamp,DateTime,Dc,State,EnergyConsumption,VmsCount,MigratedVmsCount,CpuSpecs,RamSpecs,BwSpecs,SizeSpecs,CpuProv,RamProv,BwProv,SizeProv,CpuReq,RamReq,BwReq,SizeReq
5,1357117200670,2013-01-02 18:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357120800670,2013-01-02 08:00:00,5,Running,0.1484,3,0,3000,4096,1024,327680,1869,1092,31,157286,1869,1092,31,157286
22,1357120800670,2013-01-02 08:00:00,5,Running,0.1495,3,0,3000,4096,1024,327680,1923,1064,30,157286,1923,1064,30,157286
23,1357120800670,2013-01-02 08:00:00,5,Running,0.1487,3,0,3000,4096,1024,327680,1886,1125,30,157286,1886,1125,30,157286
24,1357120800670,2013-01-02 08:00:00,5,Running,0.1475,3,0,3000,4096,1024,327680,1825,1078,30,157286,1825,1078,30,157286
25,1357120800670,2013-01-02 08:00:00,5,Running,0.1486,3,0,3000,4096,1024,327680,1878,1077,29,157286,1878,1077,29,157286
16,1357120800670,2013-01-02 05:00:00,4,Running,0.1491,3,0,3000,4096,1024,327680,1903,1122,31,157286,1903,1122,31,157286
17,1357120800670,2013-01-02 05:00:00,4,Running,0.1484,3,0,3000,4096,1024,327680,1869,1103,32,157286,1869,1103,32,157286
18,1357120800670,2013-01-02 05:00:00,4,Running,0.1475,3,0,3000,4096,1024,327680,1823,1118,29,157286,1823,1118,29,157286
19,1357120800670,2013-01-02 05:00:00,4,Running,0.1188,1,0,3000,4096,1024,327680,633,355,10,52429,633,355,10,52429
20,1357120800670,2013-01-02 05:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357120800670,2013-01-02 11:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357120800670,2013-01-02 11:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357120800670,2013-01-02 11:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357120800670,2013-01-02 11:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357120800670,2013-01-02 11:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357120800670,2013-01-02 11:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357120800670,2013-01-02 11:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357120800670,2013-01-02 11:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357120800670,2013-01-02 11:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357120800670,2013-01-02 11:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357120800670,2013-01-02 19:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357120800670,2013-01-02 19:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357120800670,2013-01-02 19:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357120800670,2013-01-02 19:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357120800670,2013-01-02 19:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357124400670,2013-01-02 09:00:00,5,Running,0.1410,3,0,3000,4096,1024,327680,1620,951,31,157286,1620,951,31,157286
22,1357124400670,2013-01-02 09:00:00,5,Running,0.1429,3,0,3000,4096,1024,327680,1678,962,29,157286,1678,962,29,157286
23,1357124400670,2013-01-02 09:00:00,5,Running,0.1417,3,0,3000,4096,1024,327680,1642,962,29,157286,1642,962,29,157286
24,1357124400670,2013-01-02 09:00:00,5,Running,0.1393,3,0,3000,4096,1024,327680,1569,931,29,157286,1569,931,29,157286
25,1357124400670,2013-01-02 09:00:00,5,Running,0.1412,3,0,3000,4096,1024,327680,1625,963,31,157286,1625,963,31,157286
16,1357124400670,2013-01-02 06:00:00,4,Running,0.1418,3,0,3000,4096,1024,327680,1645,940,29,157286,1645,940,29,157286
17,1357124400670,2013-01-02 06:00:00,4,Running,0.1411,3,0,3000,4096,1024,327680,1624,956,32,157286,1624,956,32,157286
18,1357124400670,2013-01-02 06:00:00,4,Running,0.1400,3,0,3000,4096,1024,327680,1589,954,30,157286,1589,954,30,157286
19,1357124400670,2013-01-02 06:00:00,4,Running,0.1161,1,0,3000,4096,1024,327680,506,302,9,52429,506,302,9,52429
20,1357124400670,2013-01-02 06:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357124400670,2013-01-02 12:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357124400670,2013-01-02 12:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357124400670,2013-01-02 12:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357124400670,2013-01-02 12:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357124400670,2013-01-02 12:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357124400670,2013-01-02 12:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357124400670,2013-01-02 12:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357124400670,2013-01-02 12:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357124400670,2013-01-02 12:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357124400670,2013-01-02 12:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357124400670,2013-01-02 20:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357124400670,2013-01-02 20:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357124400670,2013-01-02 20:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357124400670,2013-01-02 20:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357124400670,2013-01-02 20:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357128000670,2013-01-02 10:00:00,5,Running,0.1333,3,0,3000,4096,1024,327680,1317,788,31,157286,1317,788,31,157286
22,1357128000670,2013-01-02 10:00:00,5,Running,0.1340,3,0,3000,4096,1024,327680,1350,800,31,157286,1350,800,31,157286
23,1357128000670,2013-01-02 10:00:00,5,Running,0.1339,3,0,3000,4096,1024,327680,1343,793,28,157286,1343,793,28,157286
24,1357128000670,2013-01-02 10:00:00,5,Running,0.1343,3,0,3000,4096,1024,327680,1367,796,28,157286,1367,796,28,157286
25,1357128000670,2013-01-02 10:00:00,5,Running,0.1336,3,0,3000,4096,1024,327680,1329,796,29,157286,1329,796,29,157286
16,1357128000670,2013-01-02 07:00:00,4,Running,0.1332,3,0,3000,4096,1024,327680,1309,782,30,157286,1309,782,30,157286
17,1357128000670,2013-01-02 07:00:00,4,Running,0.1348,3,0,3000,4096,1024,327680,1388,807,30,157286,1388,807,30,157286
18,1357128000670,2013-01-02 07:00:00,4,Running,0.1356,3,0,3000,4096,1024,327680,1428,801,31,157286,1428,801,31,157286
19,1357128000670,2013-01-02 07:00:00,4,Running,0.1156,1,0,3000,4096,1024,327680,480,261,11,52429,480,261,11,52429
20,1357128000670,2013-01-02 07:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357128000670,2013-01-02 13:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357128000670,2013-01-02 13:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357128000670,2013-01-02 13:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357128000670,2013-01-02 13:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357128000670,2013-01-02 13:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357128000670,2013-01-02 13:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357128000670,2013-01-02 13:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357128000670,2013-01-02 13:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357128000670,2013-01-02 13:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357128000670,2013-01-02 13:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357128000670,2013-01-02 21:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357128000670,2013-01-02 21:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357128000670,2013-01-02 21:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357128000670,2013-01-02 21:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357128000670,2013-01-02 21:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357131600670,2013-01-02 11:00:00,5,Running,0.1282,3,0,3000,4096,1024,327680,1062,646,29,157286,1062,646,29,157286
22,1357131600670,2013-01-02 11:00:00,5,Running,0.1286,3,0,3000,4096,1024,327680,1080,652,31,157286,1080,652,31,157286
23,1357131600670,2013-01-02 11:00:00,5,Running,0.1278,3,0,3000,4096,1024,327680,1038,672,28,157286,1038,672,28,157286
24,1357131600670,2013-01-02 11:00:00,5,Running,0.1290,3,0,3000,4096,1024,327680,1098,658,30,157286,1098,658,30,157286
25,1357131600670,2013-01-02 11:00:00,5,Running,0.1293,3,0,3000,4096,1024,327680,1116,672,32,157286,1116,672,32,157286
16,1357131600670,2013-01-02 08:00:00,4,Running,0.1280,3,0,3000,4096,1024,327680,1049,649,28,157286,1049,649,28,157286
17,1357131600670,2013-01-02 08:00:00,4,Running,0.1290,3,0,3000,4096,1024,327680,1100,674,30,157286,1100,674,30,157286
18,1357131600670,2013-01-02 08:00:00,4,Running,0.1290,3,0,3000,4096,1024,327680,1099,655,31,157286,1099,655,31,157286
19,1357131600670,2013-01-02 08:00:00,4,Running,0.1125,1,0,3000,4096,1024,327680,324,208,9,52429,324,208,9,52429
20,1357131600670,2013-01-02 08:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357131600670,2013-01-02 14:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357131600670,2013-01-02 14:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357131600670,2013-01-02 14:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357131600670,2013-01-02 14:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357131600670,2013-01-02 14:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357131600670,2013-01-02 14:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357131600670,2013-01-02 14:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357131600670,2013-01-02 14:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357131600670,2013-01-02 14:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357131600670,2013-01-02 14:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357131600670,2013-01-02 22:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357131600670,2013-01-02 22:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357131600670,2013-01-02 22:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357131600670,2013-01-02 22:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357131600670,2013-01-02 22:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357135200670,2013-01-02 12:00:00,5,Running,0.1233,3,0,3000,4096,1024,327680,826,539,30,157286,826,539,30,157286
22,1357135200670,2013-01-02 12:00:00,5,Running,0.1225,3,0,3000,4096,1024,327680,791,495,28,157286,791,495,28,157286
23,1357135200670,2013-01-02 12:00:00,5,Running,0.1239,3,0,3000,4096,1024,327680,852,509,29,157286,852,509,29,157286
24,1357135200670,2013-01-02 12:00:00,5,Running,0.1244,3,0,3000,4096,1024,327680,876,535,29,157286,876,535,29,157286
25,1357135200670,2013-01-02 12:00:00,5,Running,0.1236,3,0,3000,4096,1024,327680,841,482,28,157286,841,482,28,157286
16,1357135200670,2013-01-02 09:00:00,4,Running,0.1235,3,0,3000,4096,1024,327680,837,518,28,157286,837,518,28,157286
17,1357135200670,2013-01-02 09:00:00,4,Running,0.1236,3,0,3000,4096,1024,327680,841,529,28,157286,841,529,28,157286
18,1357135200670,2013-01-02 09:00:00,4,Running,0.1225,3,0,3000,4096,1024,327680,792,525,30,157286,792,525,30,157286
19,1357135200670,2013-01-02 09:00:00,4,Running,0.1113,1,0,3000,4096,1024,327680,271,167,9,52429,271,167,9,52429
20,1357135200670,2013-01-02 09:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357135200670,2013-01-02 15:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357135200670,2013-01-02 15:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357135200670,2013-01-02 15:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357135200670,2013-01-02 15:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357135200670,2013-01-02 15:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357135200670,2013-01-02 15:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357135200670,2013-01-02 15:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357135200670,2013-01-02 15:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357135200670,2013-01-02 15:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357135200670,2013-01-02 15:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357135200670,2013-01-02 23:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357135200670,2013-01-02 23:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357135200670,2013-01-02 23:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357135200670,2013-01-02 23:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357135200670,2013-01-02 23:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357138800670,2013-01-02 13:00:00,5,Running,0.1178,3,0,3000,4096,1024,327680,591,381,30,157286,591,381,30,157286
22,1357138800670,2013-01-02 13:00:00,5,Running,0.1190,3,0,3000,4096,1024,327680,642,374,29,157286,642,374,29,157286
23,1357138800670,2013-01-02 13:00:00,5,Running,0.1193,3,0,3000,4096,1024,327680,656,374,29,157286,656,374,29,157286
24,1357138800670,2013-01-02 13:00:00,5,Running,0.1178,3,0,3000,4096,1024,327680,590,391,30,157286,590,391,30,157286
25,1357138800670,2013-01-02 13:00:00,5,Running,0.1174,3,0,3000,4096,1024,327680,572,415,31,157286,572,415,31,157286
16,1357138800670,2013-01-02 10:00:00,4,Running,0.1191,3,0,3000,4096,1024,327680,649,410,31,157286,649,410,31,157286
17,1357138800670,2013-01-02 10:00:00,4,Running,0.1166,3,0,3000,4096,1024,327680,530,420,32,157286,530,420,32,157286
18,1357138800670,2013-01-02 10:00:00,4,Running,0.1180,3,0,3000,4096,1024,327680,602,414,30,157286,602,414,30,157286
19,1357138800670,2013-01-02 10:00:00,4,Running,0.1100,1,0,3000,4096,1024,327680,214,134,9,52429,214,134,9,52429
20,1357138800670,2013-01-02 10:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357138800670,2013-01-02 16:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357138800670,2013-01-02 16:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357138800670,2013-01-02 16:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357138800670,2013-01-02 16:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357138800670,2013-01-02 16:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357138800670,2013-01-02 16:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357138800670,2013-01-02 16:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357138800670,2013-01-02 16:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357138800670,2013-01-02 16:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357138800670,2013-01-02 16:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357138800670,2013-01-03 00:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357138800670,2013-01-03 00:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357138800670,2013-01-03 00:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357138800670,2013-01-03 00:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357138800670,2013-01-03 00:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357142400670,2013-01-02 14:00:00,5,Running,0.1137,3,0,3000,4096,1024,327680,385,311,29,157286,385,311,29,157286
22,1357142400670,2013-01-02 14:00:00,5,Running,0.1147,3,0,3000,4096,1024,327680,437,312,30,157286,437,312,30,157286
23,1357142400670,2013-01-02 14:00:00,5,Running,0.1150,3,0,3000,4096,1024,327680,450,276,30,157286,450,276,30,157286
24,1357142400670,2013-01-02 14:00:00,5,Running,0.1152,3,0,3000,4096,1024,327680,462,292,30,157286,462,292,30,157286
25,1357142400670,2013-01-02 14:00:00,5,Running,0.1149,3,0,3000,4096,1024,327680,444,317,31,157286,444,317,31,157286
16,1357142400670,2013-01-02 11:00:00,4,Running,0.1151,3,0,3000,4096,1024,327680,455,333,29,157286,455,333,29,157286
17,1357142400670,2013-01-02 11:00:00,4,Running,0.1152,3,0,3000,4096,1024,327680,459,322,30,157286,459,322,30,157286
18,1357142400670,2013-01-02 11:00:00,4,Running,0.1151,3,0,3000,4096,1024,327680,456,291,30,157286,456,291,30,157286
19,1357142400670,2013-01-02 11:00:00,4,Running,0.1078,1,0,3000,4096,1024,327680,120,100,10,52429,120,100,10,52429
20,1357142400670,2013-01-02 11:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357142400670,2013-01-02 17:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357142400670,2013-01-02 17:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357142400670,2013-01-02 17:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357142400670,2013-01-02 17:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357142400670,2013-01-02 17:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357142400670,2013-01-02 17:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357142400670,2013-01-02 17:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357142400670,2013-01-02 17:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357142400670,2013-01-02 17:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357142400670,2013-01-02 17:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357142400670,2013-01-03 01:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357142400670,2013-01-03 01:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357142400670,2013-01-03 01:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357142400670,2013-01-03 01:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357142400670,2013-01-03 01:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357146000670,2013-01-02 15:00:00,5,Running,0.1127,3,0,3000,4096,1024,327680,334,228,29,157286,334,228,29,157286
22,1357146000670,2013-01-02 15:00:00,5,Running,0.1119,3,0,3000,4096,1024,327680,294,223,30,157286,294,223,30,157286
23,1357146000670,2013-01-02 15:00:00,5,Running,0.1124,3,0,3000,4096,1024,327680,321,258,30,157286,321,258,30,157286
24,1357146000670,2013-01-02 15:00:00,5,Running,0.1133,3,0,3000,4096,1024,327680,364,261,30,157286,364,261,30,157286
25,1357146000670,2013-01-02 15:00:00,5,Running,0.1125,3,0,3000,4096,1024,327680,323,291,31,157286,323,291,31,157286
16,1357146000670,2013-01-02 12:00:00,4,Running,0.1128,3,0,3000,4096,1024,327680,338,278,30,157286,338,278,30,157286
17,1357146000670,2013-01-02 12:00:00,4,Running,0.1124,3,0,3000,4096,1024,327680,320,261,30,157286,320,261,30,157286
18,1357146000670,2013-01-02 12:00:00,4,Running,0.1124,3,0,3000,4096,1024,327680,320,263,29,157286,320,263,29,157286
19,1357146000670,2013-01-02 12:00:00,4,Running,0.1071,1,0,3000,4096,1024,327680,88,73,9,52429,88,73,9,52429
20,1357146000670,2013-01-02 12:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357146000670,2013-01-02 18:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357146000670,2013-01-02 18:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357146000670,2013-01-02 18:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357146000670,2013-01-02 18:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357146000670,2013-01-02 18:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357146000670,2013-01-02 18:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357146000670,2013-01-02 18:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357146000670,2013-01-02 18:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357146000670,2013-01-02 18:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357146000670,2013-01-02 18:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357146000670,2013-01-03 02:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357146000670,2013-01-03 02:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357146000670,2013-01-03 02:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357146000670,2013-01-03 02:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357146000670,2013-01-03 02:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357149600670,2013-01-02 16:00:00,5,Running,0.1108,3,0,3000,4096,1024,327680,247,234,29,157286,247,234,29,157286
22,1357149600670,2013-01-02 16:00:00,5,Running,0.1117,3,0,3000,4096,1024,327680,286,232,29,157286,286,232,29,157286
23,1357149600670,2013-01-02 16:00:00,5,Running,0.1123,3,0,3000,4096,1024,327680,314,230,31,157286,314,230,31,157286
24,1357149600670,2013-01-02 16:00:00,5,Running,0.1120,3,0,3000,4096,1024,327680,301,226,28,157286,301,226,28,157286
25,1357149600670,2013-01-02 16:00:00,5,Running,0.1113,3,0,3000,4096,1024,327680,271,215,29,157286,271,215,29,157286
16,1357149600670,2013-01-02 13:00:00,4,Running,0.1119,3,0,3000,4096,1024,327680,295,205,28,157286,295,205,28,157286
17,1357149600670,2013-01-02 13:00:00,4,Running,0.1117,3,0,3000,4096,1024,327680,288,229,31,157286,288,229,31,157286
18,1357149600670,2013-01-02 13:00:00,4,Running,0.1117,3,0,3000,4096,1024,327680,288,227,32,157286,288,227,32,157286
19,1357149600670,2013-01-02 13:00:00,4,Running,0.1079,1,0,3000,4096,1024,327680,124,61,10,52429,124,61,10,52429
20,1357149600670,2013-01-02 13:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357149600670,2013-01-02 19:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357149600670,2013-01-02 19:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357149600670,2013-01-02 19:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357149600670,2013-01-02 19:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357149600670,2013-01-02 19:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
